DOI,MATERIAL 1,MATERIAL 2,MATERIAL 3,MATERIAL 4,Electrolyte Concentration,ELECTROLYTE ,Electrode Configuration,Cell Configuration,Specific Surface Area(m2/g),Pore Size(mm),CURRENT DENSITY(A/g),Voltage Window,Cycle Number,Pore Volume(cm3/g),Scan Rate(mv/s),Capacitance(F/g)
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.61,-0.4,4500,7.12,100,177.59
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.7,-0.4,4500,7.12,100,176.76
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.79,-0.4,4500,7.12,100,175.72
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.88,-0.4,4500,7.12,100,174.55
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.97,-0.4,4500,7.12,100,173.81
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.06,-0.4,4500,7.12,100,173.40
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.15,-0.4,4500,7.12,100,172.84
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.24,-0.4,4500,7.12,100,172.51
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.33,-0.4,4500,7.12,100,172.16
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.42,-0.4,4500,7.12,100,171.82
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.51,-0.4,4500,7.12,100,171.65
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.6,-0.4,4500,7.12,100,171.21
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.69,-0.4,4500,7.12,100,171.14
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.78,-0.4,4500,7.12,100,170.97
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.87,-0.4,4500,7.12,100,170.80
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.96,-0.4,4500,7.12,100,170.63
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,4.05,-0.4,4500,7.12,100,170.46
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,4.14,-0.4,4500,7.12,100,170.29
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,4.23,-0.4,4500,7.12,100,170.29
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.09,-0.4,4500,7.12,20,199.20
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.18,-0.4,4500,7.12,20,198.11
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.27,-0.4,4500,7.12,20,193.26
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.36,-0.4,4500,7.12,20,187.74
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.45,-0.4,4500,7.12,20,182.50
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.54,-0.4,4500,7.12,20,176.87
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.63,-0.4,4500,7.12,20,172.96
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.72,-0.4,4500,7.12,20,169.68
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.81,-0.4,4500,7.12,20,166.55
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.9,-0.4,4500,7.12,20,163.19
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.99,-0.4,4500,7.12,20,159.13
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.08,-0.4,4500,7.12,20,158.20
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.17,-0.4,4500,7.12,20,157.30
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.26,-0.4,4500,7.12,20,156.62
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.35,-0.4,4500,7.12,20,155.92
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.44,-0.4,4500,7.12,20,155.23
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.53,-0.4,4500,7.12,20,154.64
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.62,-0.4,4500,7.12,20,154.06
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.71,-0.4,4500,7.12,20,153.32
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.8,-0.4,4500,7.12,20,152.60
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.89,-0.4,4500,7.12,20,151.93
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.98,-0.4,4500,7.12,20,151.22
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.07,-0.4,4500,7.12,20,150.53
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.16,-0.4,4500,7.12,20,149.97
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.25,-0.4,4500,7.12,20,149.32
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.34,-0.4,4500,7.12,20,148.62
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.43,-0.4,4500,7.12,20,148.09
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.52,-0.4,4500,7.12,20,147.40
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.61,-0.4,4500,7.12,20,146.71
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.7,-0.4,4500,7.12,20,146.01
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.79,-0.4,4500,7.12,20,145.32
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.88,-0.4,4500,7.12,20,144.28
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.97,-0.4,4500,7.12,20,143.58
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.06,-0.4,4500,7.12,20,143.41
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.15,-0.4,4500,7.12,20,143.06
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.24,-0.4,4500,7.12,20,142.70
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.33,-0.4,4500,7.12,20,142.55
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.42,-0.4,4500,7.12,20,142.19
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.51,-0.4,4500,7.12,20,141.83
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.6,-0.4,4500,7.12,20,141.48
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.69,-0.4,4500,7.12,20,141.32
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.78,-0.4,4500,7.12,20,141.16
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.87,-0.4,4500,7.12,20,140.96
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,3.96,-0.4,4500,7.12,20,140.78
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,4.05,-0.4,4500,7.12,20,140.62
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,4.14,-0.4,4500,7.12,20,140.53
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,4.23,-0.4,4500,7.12,20,140.36
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,4.32,-0.4,4500,7.12,20,140.26
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,4.41,-0.4,4500,7.12,20,140.09
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,8,199.57
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,16,199.44
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,24,199.44
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,32,198.93
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,40,198.92
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,48,198.62
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,56,198.35
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,64,198.16
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,72,198.01
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,80,197.54
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,88,197.03
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,96,197.00
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,104,197.01
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,112,196.19
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,120,196.19
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,128,196.01
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,136,195.65
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,144,195.64
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,152,195.02
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,160,195.76
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,168,194.29
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,176,194.32
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,184,193.35
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,192,194.29
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,200,194.03
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,208,193.90
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,216,193.49
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,224,193.49
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,232,193.16
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,240,192.95
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,248,192.95
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,256,192.54
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,264,192.41
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,272,192.38
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,280,191.66
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,288,191.59
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,296,191.33
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,304,191.06
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,312,191.11
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,320,190.51
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,328,190.51
10.1002/adma.201201920,crumpled nitrogen-doped graphene nanosheets,NH 2 CN,,,6,KOH (aqueous),three-electrode system,fuel cell system,465,0.0000063,5.97,-0.5,5000,3.42,336,190.51
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,6,244.66
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,10,244.13
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,14,242.40
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,18,240.62
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,22,239.68
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,26,238.25
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,30,236.23
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,34,234.79
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,38,233.30
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,42,231.27
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,46,229.18
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,50,227.19
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,54,225.13
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,58,222.56
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,62,221.45
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,66,219.57
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,70,216.80
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,74,215.32
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,78,213.59
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,82,211.88
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,86,209.28
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,90,207.14
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,94,204.37
10.1016/j.cocis.2015.10.009,nitrogen-doped graphene,mesoporous graphene,,,1, tetraethylammonium tetrafluoroborate in acetonitrile,two-electrode,two-electrode unit cell,3400,0.0000045,5.97,3,100000,15,98,201.60
